Patient [id=1, name=Gwenny Im, birthdate=2003-04-06, ssn=414-79-9429, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4521 Walnut Street, city=Chesapeake, state=CO, zipcode=31614]
Patient [id=474, name=Lorry Schlosser, birthdate=1912-02-23, ssn=124-16-0296, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=206 Broad Street, city=Sioux Falls, state=CT, zipcode=87939]
Patient [id=475, name=Bernadine Ratha, birthdate=1989-05-02, ssn=424-23-9572, primaryID=5, primaryName=Tersina Lissner, specialty=null, years=null, street=7535 Jefferson Court, city=Houston, state=NC, zipcode=76637]
Patient [id=476, name=Walliw Liman, birthdate=1975-06-03, ssn=271-75-4246, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=7674 Jefferson Avenue, city=Elizabeth, state=WY, zipcode=79999]
Patient [id=477, name=Chlo Alton, birthdate=1932-03-09, ssn=541-89-3563, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=6545 Oxford Road, city=Madison, state=ID, zipcode=19666]
Patient [id=478, name=Jessa Morgen, birthdate=1910-03-04, ssn=696-49-3128, primaryID=5, primaryName=Tersina Lissner, specialty=null, years=null, street=1819 Main Street North, city=Portsmouth, state=HI, zipcode=64171]
Patient [id=479, name=Natalina Katuscha, birthdate=1993-10-24, ssn=470-66-6015, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4660 North Street, city=Peoria, state=GA, zipcode=54503]
Patient [id=480, name=Ettie Plume, birthdate=2004-02-29, ssn=525-34-7758, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=123 Chestnut Avenue, city=Savannah, state=RI, zipcode=87485]
Patient [id=481, name=Meg Kerianne, birthdate=1911-03-03, ssn=861-52-6963, primaryID=1, primaryName=Cami Farrica, specialty=null, years=null, street=3363 Hill Street, city=Manchester, state=OH, zipcode=70237]
Patient [id=482, name=Antonietta Wilber, birthdate=1983-07-15, ssn=745-79-4389, primaryID=1, primaryName=Cami Farrica, specialty=null, years=null, street=2343 13th Street, city=Anaheim, state=CA, zipcode=99006]
Patient [id=483, name=Aili Marthe, birthdate=1990-04-24, ssn=661-46-1654, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4658 11th Street East, city=Roseville, state=PA, zipcode=77090]
Patient [id=484, name=Lind Lal, birthdate=1950-05-20, ssn=562-07-7927, primaryID=1, primaryName=Cami Farrica, specialty=null, years=null, street=3527 8th Street South, city=Houma, state=SC, zipcode=20166]
Patient [id=485, name=Krysta Ingles, birthdate=1978-05-07, ssn=524-42-2723, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=8861 Union Street, city=Albuquerque, state=ND, zipcode=82799]
Patient [id=486, name=Jennifer Danczyk, birthdate=1948-05-13, ssn=213-23-6900, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=5948 Berkshire Drive, city=Peoria, state=AR, zipcode=79961]
Patient [id=487, name=Bettye Thamora, birthdate=1967-08-12, ssn=430-37-4198, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=8516 13th Street, city=Charlotte, state=WI, zipcode=42517]
Patient [id=488, name=Juliane Saunders, birthdate=1921-04-12, ssn=359-72-8280, primaryID=4, primaryName=Ainslie Katherin, specialty=null, years=null, street=3910 Scott Street, city=Santa Clarita, state=AK, zipcode=39663]
Patient [id=489, name=Saudra Jephum, birthdate=1984-05-30, ssn=260-46-9884, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=7278 Crescent Street, city=Henderson, state=NY, zipcode=87300]
Patient [id=490, name=Stella Adai, birthdate=2021-07-08, ssn=676-77-9009, primaryID=1, primaryName=Cami Farrica, specialty=null, years=null, street=6120 2nd Street, city=New Bedford, state=GA, zipcode=30625]
Patient [id=491, name=Ulrica Genaro, birthdate=1955-10-26, ssn=497-22-7189, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=9917 Village Drive, city=Saint Petersburg, state=WA, zipcode=39672]
Patient [id=492, name=Carri O'Reilly, birthdate=1973-11-13, ssn=176-75-9091, primaryID=8, primaryName=Joanna Latvina, specialty=null, years=null, street=3849 Forest Avenue, city=Long Beach, state=MO, zipcode=71846]
Patient [id=493, name=Gladi Tamaru, birthdate=1953-09-05, ssn=304-04-3420, primaryID=7, primaryName=Krissie Noellyn, specialty=null, years=null, street=6438 Magnolia Court, city=Olathe, state=OK, zipcode=17021]
Patient [id=494, name=Lynett Celisse, birthdate=1944-01-28, ssn=807-38-6097, primaryID=5, primaryName=Tersina Lissner, specialty=null, years=null, street=775 Woodview Drive, city=Port St. Lucie, state=VT, zipcode=61342]
Patient [id=495, name=Carmela Wooster, birthdate=1937-06-05, ssn=686-40-3781, primaryID=5, primaryName=Tersina Lissner, specialty=null, years=null, street=1779 Lincoln Street, city=Huntington Beach, state=MI, zipcode=15585]
Patient [id=496, name=Jacklin Sherr, birthdate=1933-09-19, ssn=573-34-6260, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=3003 Monroe Street, city=Augusta, state=MD, zipcode=47988]
Patient [id=497, name=Luisa Hutner, birthdate=1964-11-30, ssn=611-72-3440, primaryID=7, primaryName=Krissie Noellyn, specialty=null, years=null, street=7178 10th Street, city=Plano, state=ID, zipcode=89969]
Patient [id=498, name=Roseline Tymothy, birthdate=1901-07-08, ssn=658-89-4307, primaryID=4, primaryName=Ainslie Katherin, specialty=null, years=null, street=1694 Timber Lane, city=Cleveland, state=OK, zipcode=72120]
Patient [id=499, name=Annie Whitver, birthdate=1917-02-27, ssn=491-35-0701, primaryID=4, primaryName=Ainslie Katherin, specialty=null, years=null, street=8381 Adams Avenue, city=Vallejo, state=IA, zipcode=97640]
Patient [id=500, name=Jane Zicarelli, birthdate=1990-06-04, ssn=674-53-1528, primaryID=7, primaryName=Krissie Noellyn, specialty=null, years=null, street=4057 Perry Street, city=Harlingen, state=TX, zipcode=71262]
Doctor [id=1, name=Cami Farrica, specialty=Dermatology, practice_since_year=1980, ssn=536-27-2309]
Doctor [id=2, name=Alecia Maryjo, specialty=Psychiatry, practice_since_year=1944, ssn=748-26-8035]
Doctor [id=3, name=Maryellen Sabrina, specialty=Cardiology, practice_since_year=1969, ssn=152-68-2066]
Doctor [id=4, name=Ainslie Katherin, specialty=Cardiology, practice_since_year=2016, ssn=151-24-4902]
Doctor [id=5, name=Tersina Lissner, specialty=Internal Medicine, practice_since_year=1915, ssn=383-31-2210]
Doctor [id=6, name=Tildi Zobkiw, specialty=Gynecology, practice_since_year=2013, ssn=883-03-6814]
Doctor [id=7, name=Krissie Noellyn, specialty=Internal Medicine, practice_since_year=1973, ssn=155-02-2387]
Doctor [id=8, name=Joanna Latvina, specialty=Cardiology, practice_since_year=2006, ssn=805-55-5629]
Doctor [id=9, name=Shirley Godwin, specialty=Gastroenterology, practice_since_year=1907, ssn=862-42-9118]
Doctor [id=10, name=Sherry Marjorie, specialty=Pediatrics, practice_since_year=1920, ssn=591-12-1595]
Prescription [rxid=null, drugName=Naprosyn, quantity=50, patient_ssn=691-70-1197, patientName=Walliw Normalie, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Protonix, quantity=91, patient_ssn=387-93-9086, patientName=Merrie Rhu, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vasotec, quantity=59, patient_ssn=520-01-6311, patientName=Stefania Solana, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cymbalta, quantity=58, patient_ssn=118-80-6107, patientName=Jordana Joice, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flexeril, quantity=21, patient_ssn=753-46-7169, patientName=Gladi Lubow, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ativan, quantity=46, patient_ssn=620-43-4163, patientName=Julissa Kordula, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=18, patient_ssn=334-72-5806, patientName=Madelena Susan, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Naprosyn, quantity=5, patient_ssn=656-03-7974, patientName=Beulah Thalia, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lantus, quantity=75, patient_ssn=812-39-4226, patientName=Pepita Aleda, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ultram, quantity=48, patient_ssn=240-20-2680, patientName=Olia Merceer, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Aldactone, quantity=92, patient_ssn=430-70-5334, patientName=Arly Karry, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=61, patient_ssn=872-16-1010, patientName=Ardyce Juanita, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Coreg, quantity=99, patient_ssn=631-45-9304, patientName=Adel Bertie, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=34, patient_ssn=370-76-9552, patientName=Lizbeth Codi, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=94, patient_ssn=600-84-5451, patientName=Marylin Jeramie, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prevacid, quantity=10, patient_ssn=292-49-5672, patientName=Oneida Stokes, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=78, patient_ssn=596-55-5245, patientName=Sherline Danika, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Accuneb, quantity=51, patient_ssn=312-56-2012, patientName=Caitlin Shipman, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lortab, quantity=29, patient_ssn=776-42-3339, patientName=Timi Garda, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Xanax, quantity=80, patient_ssn=464-48-5490, patientName=Carlye Egarton, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Allegra, quantity=86, patient_ssn=117-20-3996, patientName=Regine Modestine, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klor-Con, quantity=23, patient_ssn=249-76-9260, patientName=Juli Revkah, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=94, patient_ssn=417-88-4779, patientName=Dannie Rahm, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Coreg, quantity=25, patient_ssn=352-35-3636, patientName=Clara Dorweiler, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=55, patient_ssn=361-57-7084, patientName=Jolynn Melonie, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Effexor XR, quantity=84, patient_ssn=311-28-4002, patientName=Tressa Hodgkinson, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=67, patient_ssn=600-84-5451, patientName=Marylin Jeramie, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=36, patient_ssn=846-33-1652, patientName=Davina Vivia, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amaryl, quantity=39, patient_ssn=440-34-4760, patientName=Mickie Alameda, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celexa, quantity=49, patient_ssn=144-94-7752, patientName=Paule Forest, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lexapro, quantity=52, patient_ssn=511-80-6746, patientName=Abagail Costanza, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lasix, quantity=98, patient_ssn=225-36-4345, patientName=Dari Pauli, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zoloft, quantity=64, patient_ssn=763-69-6566, patientName=Othilie Mandi, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Cymbalta, quantity=53, patient_ssn=376-23-7865, patientName=Carmel Arnaldo, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flonase, quantity=78, patient_ssn=340-95-5392, patientName=Nickie Gerstner, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Imdur, quantity=54, patient_ssn=260-46-9884, patientName=Saudra Jephum, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vasotec, quantity=56, patient_ssn=879-96-2647, patientName=Susette Legra, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prinivil, quantity=11, patient_ssn=868-92-0085, patientName=Cyndi Urban, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=47, patient_ssn=215-87-6355, patientName=Carmon Latonia, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celexa, quantity=26, patient_ssn=646-46-6146, patientName=Rhianna Hultgren, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Klonopin, quantity=27, patient_ssn=809-07-1288, patientName=Sherill Deborah, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diflucan, quantity=50, patient_ssn=225-36-4345, patientName=Dari Pauli, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lantus, quantity=51, patient_ssn=885-91-9181, patientName=Ameline Theodoric, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=54, patient_ssn=342-09-7997, patientName=Melody Persse, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
